CupomID;ProdutoID;Quantidade;Valor;Desconto;Custo;ValorLiquido
11075;35;4;25,28;0;22,297;2,983
11075;35;4;25,48;0;22,4386;3,0414
11074;72;2;25,6;0;22,5792;3,0208
11073;73;24;25,7;1,224;19,8288;5,8752
11073;16;3;25,98;0;21,0438;4,9362
11072;30;1;26,2;0;23,1084;3,0916
11072;42;2;26,7;0;21,627;5,073
11072;73;25;26,75;0;23,112;3,638
11072;13;1;27,09;0;22,4305;4,6595
11071;42;2;27,24;0;23,5354;3,7046
11071;31;3;27,29;2,481;20,5427;6,7483
11070;31;3;27,47;1,308;21,1896;6,2784
11070;77;2;27,61;2,51;20,331;7,279
11070;46;2;27,88;5,575;18,063;9,812
11070;16;3;28,08;0;24,7666;3,3134
11069;69;15;28,35;0;24,4944;3,8556
11068;16;3;29,01;0;23,4981;5,5119
11068;73;20;29,04;4,84;20,0376;9,0024
11068;77;2;29,52;4,92;21,6972;7,8228
11067;15;5;30,6;0;26,4384;4,1616
11066;21;3;30,9;0;27,2538;3,6462
11066;31;4;31,2;0;26,9568;4,2432
11066;37;7;31,5;0;27,783;3,717
11065;46;2;31,55;6,31;20,8987;10,6513
11065;69;15;31,65;0;26,2062;5,4438
11064;60;6;31,68;2,88;24,8832;6,7968
11064;10;5;32,45;0;26,2845;6,1655
11064;59;4;33,12;0;29,2118;3,9082
11064;59;4;33,2;0;27,4896;5,7104
11064;37;8;33,36;0;32,4593;0,9007
11063;43;3;33,54;0;27,7711;5,7689
11063;46;3;34,05;0;30,0321;4,0179
11063;69;18;34,56;0;27,9936;6,5664
11062;24;8;34,8;0;30,6936;4,1064
11062;72;3;34,98;0;30,2227;4,7573
11061;73;30;35,1;0;28,431;6,669
11060;24;6;35,18;7,035;24,8195;10,3555
11060;45;4;35,88;0;29,0628;6,8172
11059;69;18;36,23;3,294;28,4602;7,7738
11059;41;4;36,84;0;29,8404;6,9996
11059;41;4;37,36;0;32,9515;4,4085
11058;24;8;37,44;0;31,0003;6,4397
11058;35;6;37,5;0;30,375;7,125
11058;1;2;38;0;33,516;4,484
11057;73;35;38,15;0;30,9015;7,2485
11056;35;6;38,28;0;35,0965;3,1835
11056;68;3;38,46;0;33,2294;5,2306
11056;40;2;38,58;0;31,2498;7,3302
11055;68;3;38,81;3,528;30,4819;8,3261
11055;10;6;38,82;0;31,6551;7,1649
11055;37;10;39,2;0;32,4576;6,7424
11055;69;20;39,27;1,87;32,6502;6,6198
11054;12;4;39,28;0;31,8168;7,4632
11054;75;4;39,6;7,92;26,231;13,369
11053;69;20;41;0;35,424;5,576
11053;24;10;41,1;0;35,5104;5,5896
11053;40;2;41,65;3,786;31,3481;10,2979
11052;36;5;41,9;0;33,939;7,961
11052;57;2;42,04;0;36,3226;5,7174
11051;19;4;42,04;5,484;30,2717;11,7723
11050;19;5;42,25;0;34,2225;8,0275
11049;36;5;43,34;3,94;32,6232;10,7168
11049;49;2;43,54;0;39,1742;4,3658
11048;12;4;44,26;7,376;32,5282;11,7278
11047;24;10;44,52;2,12;36,6336;7,8864
11047;75;6;44,64;0;39,3725;5,2675
11046;24;10;44,7;0;39,4254;5,2746
11046;36;6;44,76;0;36,2556;8,5044
11046;22;12;45;0;37,26;7,74
11045;35;8;45,12;0;39,7958;5,3242
11045;60;8;45,2;2,5584;37,6085;7,5899
11044;17;2;45,34;0;37,5415;7,7985
11043;75;6;45,6;0;39,3984;6,2016
11042;65;5;45,6;0;39,3984;6,2016
11042;35;8;45,6;0;37,7568;7,8432
11041;69;20;46;9,2;29,808;16,192
11041;60;8;46,66;7,776;35,3201;11,336
11040;60;9;46,8;0;41,2776;5,5224
11039;60;10;46,9;0;41,3658;5,5342
11039;24;10;47;0;41,454;5,546
11039;69;20;47,04;7,84;31,752;15,288
11039;24;10;47,3;0;40,8672;6,4328
11038;73;35;47,5;6,195;33,9156;13,5794
11038;19;5;48,45;0;40,1166;8,3334
11038;68;4;48,51;2,31;39,9168;8,5932
11037;31;6;48,51;2,31;37,422;11,088
11036;23;5;48,55;0;39,3255;9,2245
11036;6;12;48,6;0;42,8652;5,7348
11035;60;10;48,7;0;39,447;9,253
11035;21;5;48,7;0;39,447;9,253
11035;60;10;49,1;0;39,771;9,329
11035;75;6;49,32;0;42,6125;6,7075
11034;19;5;49,45;0;40,0545;9,3955
11034;24;12;49,56;0;43,7119;5,8481
11034;24;10;49,68;8,28;36,5148;13,1652
11033;69;25;50,14;2,3875;38,6775;11,46
11033;24;12;50,16;0;44,2411;5,9189
11032;41;5;50,45;0;44,4969;5,9531
11032;72;4;50,56;0;43,6838;6,8762
11032;24;12;51;0;44,064;6,936
11031;69;20;51,6;8,6;34,83;16,77
11031;40;3;51,63;0;41,8203;9,8097
11031;24;12;51,91;2,472;46,0545;5,8575
11031;41;6;52,26;0;46,0933;6,1667
11031;22;15;52,5;0;46,305;6,195
11030;22;15;52,65;0;42,6465;10,0035
11030;59;6;52,8;0;42,768;10,032
11030;24;10;52,9;6,9;38,088;14,812
11030;75;6;53,48;6,975;40,176;13,299
11029;60;10;53,66;2,555;42,3108;11,3442
11029;35;10;54,3;0;46,9152;7,3848
11028;24;12;54,72;0;48,263;6,457
11028;59;7;54,74;0;44,3394;10,4006
11027;11;2;54,98;0;48,4924;6,4876
11027;43;5;55,45;0;48,9069;6,5431
11026;1;3;55,5;0;44,955;10,545
11026;35;10;55,9;0;49,3038;6,5962
11025;36;6;55,94;9,324;40,2797;15,6643
11025;59;6;56,2;2,676;46,2413;9,9547
11024;73;50;56,5;0;45,765;10,735
11024;62;2;56,52;0;45,7812;10,7388
11024;26;2;56,66;0;46,9145;9,7455
11024;71;2;57,08;0;47,2622;9,8178
11023;25;4;57,36;0;49,559;7,801
11023;21;5;57,92;5,265;45,4896;12,4254
11022;24;10;58;11,6;40,9248;17,0752
11022;36;6;58,05;11,61;37,6164;20,4336
11021;72;5;58,25;0;51,3765;6,8735
11021;2;3;58,41;0;47,3121;11,0979
11021;13;2;59,14;5,376;44,5133;14,6227
11021;42;4;59,16;0;54,1268;5,0332
11021;46;5;59,25;0;49,059;10,191
11020;71;2;59,52;0;51,4253;8,0947
11019;41;6;60,1;2,862;50,4857;9,6163
11019;19;7;60,48;0;53,3434;7,1366
11018;16;6;60,66;0;53,5021;7,1579
11018;69;24;60,77;10,128;41,0184;19,7496
11018;69;30;61,5;0;53,136;8,364
11017;24;15;61,65;0;51,0462;10,6038
11017;75;7;61,82;10,304;41,7312;20,0928
11017;75;8;61,86;5,624;45,5544;16,3096
11016;69;30;62,1;0;54,7722;7,3278
11016;69;25;62,19;12,4375;40,2975;21,89
11015;21;6;62,7;5,7;46,17;16,53
11015;72;5;63,55;0;52,6194;10,9306
11014;77;5;63,55;0;54,9072;8,6428
11013;69;30;63,9;0;51,759;12,141
11013;21;6;64,14;0;51,9534;12,1866
11013;10;10;64,2;0;52,002;12,198
11013;46;5;64,25;0;53,199;11,051
11012;6;16;65,02;3,096;60,1835;4,8325
11012;77;5;65,6;0;54,3168;11,2832
11012;30;2;65,6;13,12;42,5088;23,0912
11011;25;5;65,6;0;57,8592;7,7408
11011;10;10;65,7;0;53,217;12,483
11010;31;8;65,92;0;53,3952;12,5248
11010;10;10;66;0;58,212;7,788
11009;25;5;67,15;0;54,3915;12,7585
11009;24;15;67,35;0;59,4027;7,9473
11009;19;7;67,55;0;56,0862;11,4638
11008;35;9;67,61;13,5225;43,8129;23,7996
11008;40;4;68;0;58,752;9,248
11008;59;8;68,24;0;55,2744;12,9656
11007;24;14;68,6;0;56,8008;11,7992
11007;41;6;68,64;6,24;51,6672;16,9728
11007;60;15;68,85;0;55,7685;13,0815
11006;56;2;69,1;0;59,7024;9,3976
11006;41;8;69,76;0;61,5283;8,2317
11005;57;4;70,64;0;57,2184;13,4216
11005;4;3;70,8;0;62,4456;8,3544
11004;15;10;70,9;0;57,429;13,471
11004;31;8;71,9;6,536;52,9416;18,9544
11003;60;12;72,45;9,45;52,164;20,286
11003;24;15;72,75;0;65,5554;7,1946
11003;14;3;72,75;0;58,9275;13,8225
11002;22;21;73,29;0;64,6418;8,6482
11002;19;7;73,68;14,735;47,7414;25,9336
11002;6;20;74;0;65,268;8,732
11002;66;4;74,16;0;60,0696;14,0904
11001;43;6;74,34;0;63,9842;10,3558
11001;42;5;74,6;0;60,426;14,174
11001;69;30;74,87;9,765;52,731;22,134
11001;59;9;75,51;0;65,2406;10,2694
11000;1;4;76;0;67,032;8,968
11000;75;10;76,3;0;65,9232;10,3768
11000;75;10;76,3;0;63,1764;13,1236
10999;33;3;76,5;0;67,473;9,027
10999;68;6;76,68;0;63,491;13,189
10999;34;10;77;0;62,37;14,63
10998;24;15;77,97;10,17;56,1384;21,8316
10998;43;6;78,42;0;69,1664;9,2536
10998;22;24;78,72;0;63,7632;14,9568
10998;32;4;78,72;0;69,1053;9,6147
10997;31;10;79;0;69,678;9,322
10997;55;2;79,04;3,764;62,3318;16,7122
10997;60;15;79,05;0;69,7221;9,3279
10996;59;10;79,1;0;68,3424;10,7576
10995;60;15;79,2;0;64,152;15,048
10995;43;7;79,59;0;64,4679;15,1221
10994;37;18;79,79;7,254;60,8305;18,9635
10993;60;15;79,8;0;66,0744;13,7256
10993;60;15;79,95;0;64,7595;15,1905
10992;34;10;80,3;0;74,3952;5,9048
10991;5;12;80,35;13,392;57,8534;22,4986
10991;75;10;80,4;0;65,124;15,276
10991;15;12;81,02;3,858;63,8885;17,1295
10990;42;6;81,18;0;65,7558;15,4242
10990;31;10;81,6;0;66,096;15,504
10990;77;5;81,81;16,3625;53,0145;28,798
10990;75;10;82,1;0;79,6895;2,4105
10989;41;8;82,1;7,464;64,489;17,615
10989;69;40;82,8;0;67,068;15,732
10989;14;3;82,93;7,539;61,6287;21,3003
10988;23;10;83,3;0;68,9724;14,3276
10988;68;6;83,52;13,92;56,376;27,144
10987;24;15;83,66;10,9125;58,9275;24,735
10987;75;10;83,8;0;73,9116;9,8884
10987;72;7;83,93;0;72,5155;11,4145
10986;41;9;84,06;0;74,1409;9,9191
10986;34;10;84,8;0;70,2144;14,5856
10986;72;7;85,12;0;68,9472;16,1728
10986;69;36;85,14;7,74;72,0025;13,1375
10985;16;10;85,3;0;73,6992;11,6008
10985;59;9;85,59;11,1645;64,3075;21,287
10985;70;3;86,1;0;75,9402;10,1598
10984;59;10;86,63;4,125;66,825;19,8
10984;49;4;86,71;11,31;61,074;25,636
10984;34;10;86,73;4,13;73,1107;13,6193
10983;21;8;87,36;0;70,7616;16,5984
10983;3;4;87,4;0;77,0868;10,3132
10982;24;20;87,4;0;70,794;16,606
10982;31;9;87,42;7,947;71,4278;15,9892
10981;35;15;87,9;0;71,199;16,701
10980;62;3;88,05;0;77,6601;10,3899
10979;11;3;88,11;0;72,9551;15,1549
10979;62;3;88,29;0;76,7838;11,5062
10979;59;10;88,5;0;78,057;10,443
10979;24;18;88,56;14,76;59,778;28,782
10979;22;20;88,75;17,75;57,51;31,24
10979;28;2;89,1;0;78,5862;10,5138
10978;19;10;89,25;4,25;80,3848;8,8652
10978;71;3;89,28;0;77,1379;12,1421
10978;42;6;89,58;0;77,3971;12,1829
10978;41;10;89,6;0;77,4144;12,1856
10977;40;5;90;0;74,52;15,48
10977;41;10;90,6;0;73,386;17,214
10977;23;8;91,2;18,24;64,3507;26,8493
10977;23;10;91,4;0;80,6148;10,7852
10976;24;20;92;0;81,144;10,856
10975;41;9;92,04;4,383;72,8989;19,1441
10975;13;3;92,16;15,36;67,7376;24,4224
10974;24;20;92,62;8,42;69,7176;22,9024
10973;2;5;92,8;0;75,168;17,632
10973;24;20;92,8;0;81,8496;10,9504
10973;2;5;92,93;4,425;78,057;14,868
10972;62;3;94,08;0;77,8982;16,1818
10972;46;8;94,9;1,8608;82,0613;12,8395
10971;24;21;94,92;0;83,7194;11,2006
10970;65;10;95,13;4,53;73,386;21,744
10969;19;10;95,2;0;77,112;18,088
10968;6;20;95,5;19,1;69,4453;26,0547
10968;22;25;95,5;0;84,231;11,269
10968;5;15;95,54;8,685;70,3485;25,1865
10967;60;21;95,76;0;87,5671;8,1929
10967;41;10;95,9;0;79,4052;16,4948
10966;72;9;95,94;0;79,4383;16,5017
10966;41;10;96,3;0;79,7364;16,5636
10966;23;10;96,4;0;78,084;18,316
10965;75;12;96,72;0;83,5661;13,1539
10964;59;12;97,68;0;80,879;16,801
10964;10;14;97,86;0;81,0281;16,8319
10964;24;20;98,4;0;79,704;18,696
10963;10;15;98,55;0;86,9211;11,6289
10962;59;9;98,93;16,488;68,2603;30,6677
10962;60;20;99;0;80,19;18,81
10962;64;3;99,18;0;87,4768;11,7032
10962;10;15;99,3;0;87,5826;11,7174
10962;77;7;99,61;0;86,063;13,547
10961;35;15;100,05;13,05;76,734;23,316
10961;30;3;100,65;20,13;70,1569;30,4931
10960;19;12;100,92;0;89,0114;11,9086
10960;16;10;101;0;81,81;19,19
10959;10;16;101,28;0;83,8598;17,4202
10958;10;16;101,28;0;89,329;11,951
10958;21;10;101,4;0;87,6096;13,7904
10958;36;12;101,64;0;87,817;13,823
10957;59;12;102,12;0;82,7172;19,4028
10957;13;4;102,24;0;83,8444;18,3956
10957;43;9;102,33;0;90,2551;12,0749
10956;1;4;102,6;20,52;72,3946;30,2054
10956;60;20;103,6;0;85,7808;17,8192
10956;10;15;103,8;0;89,6832;14,1168
10955;41;12;104,4;0;92,0808;12,3192
10954;69;50;104,5;0;86,526;17,974
10954;24;20;105,11;13,71;74,034;31,076
10954;19;12;105,24;0;92,9528;12,2872
10954;63;5;105,3;0;90,9792;14,3208
10953;65;10;105,84;5,04;87,0912;18,7488
10953;59;12;106,44;0;88,1323;18,3077
10952;40;5;106,62;17,77;78,3657;28,2543
10952;40;6;106,92;0;86,6052;20,3148
10951;75;14;107,52;0;94,8326;12,6874
10951;31;14;107,66;0;89,1425;18,5175
10951;61;4;107,88;0;95,1502;12,7298
10950;60;20;108,9;9,9;80,19;28,71
10949;65;10;109;0;96,138;12,862
10949;34;10;109,13;21,825;70,713;38,412
10949;37;28;109,2;0;94,3488;14,8512
10949;41;12;109,87;5,232;84,7584;25,1136
10948;24;25;110,25;0;91,287;18,963
10948;53;2;110,38;0;97,3552;13,0248
10948;65;10;110,4;0;89,424;20,976
10947;6;30;110,7;0;95,6448;15,0552
10946;25;6;110,81;18,468;81,4439;29,3641
10946;19;12;111,72;0;98,537;13,183
10946;34;14;111,86;0;90,6066;21,2534
10945;59;12;112,08;0;90,7848;21,2952
10945;57;5;112,09;10,19;82,539;29,551
10944;12;10;112,67;5,365;94,6386;18,0264
10944;60;21;112,98;0;99,6484;13,3316
10944;75;12;113,18;18,864;83,1902;29,9938
10943;69;50;113,4;5,4;95,256;18,144
10943;54;3;113,7;0;92,097;21,603
10943;43;9;113,94;0;109,1021;4,8379
10942;61;4;114,16;0;100,6891;13,4709
10941;18;4;114,22;10,384;84,1104;30,1136
10941;4;5;114,3;0;100,8126;13,4874
10941;77;7;114,31;14,91;82,3032;32,0068
10941;24;28;114,52;0;100,7798;13,7402
10940;75;14;114,66;0;101,1301;13,5299
10940;41;12;115,04;5,478;94,6598;20,3782
10939;65;12;115,04;5,478;96,6319;18,4061
10939;60;21;115,08;0;101,5006;13,5794
10938;70;3;115,35;23,07;81,391;33,959
10938;21;10;115,5;10,5;99,0989;16,4011
10938;24;25;115,75;0;102,0915;13,6585
10938;70;4;116;0;102,312;13,688
10937;10;18;116,28;0;94,1868;22,0932
10937;13;5;116,45;0;102,7089;13,7411
10936;24;25;116,5;0;100,656;15,844
10935;69;45;116,64;19,44;78,732;37,908
10935;35;20;117;0;94,77;22,23
10935;34;14;117,32;0;101,3645;15,9555
10934;46;9;117,63;0;103,7497;13,8803
10933;57;6;117,78;0;100,1533;17,6267
10933;72;10;118;0;95,58;22,42
10932;60;20;118,25;23,65;81,7344;36,5156
10932;63;6;118,26;0;95,7906;22,4694
10932;1;6;118,5;0;95,985;22,515
10932;8;5;118,86;10,805;95,3001;23,5549
10931;36;15;118,95;0;96,3495;22,6005
10931;35;18;119,26;5,679;100,1776;19,0814
10930;31;14;119,28;0;105,205;14,075
10930;60;20;119,76;19,96;82,6344;37,1256
10930;77;10;119,8;0;105,6636;14,1364
10930;21;12;120,12;0;105,9458;14,1742
10929;59;15;120,6;0;114,6714;5,9286
10929;6;30;120,9;0;97,929;22,971
10929;3;6;120,96;0;97,9776;22,9824
10928;9;3;120,96;0;106,6867;14,2733
10928;72;10;121;0;106,722;14,278
10927;33;4;121,16;15,804;92,9275;28,2365
10927;68;10;121,3;0;104,8032;16,4968
10927;16;12;121,34;5,778;101,9239;19,4141
10926;64;4;121,36;0;107,0395;14,3205
10926;41;12;121,44;0;98,3664;23,0736
10926;24;25;121,83;11,075;89,7075;32,1175
10926;1;5;121,86;20,31;82,2555;39,6045
10925;65;12;121,92;0;98,7552;23,1648
10925;19;12;122,23;11,112;92,0074;30,2246
10924;70;4;122,24;0;107,8157;14,4243
10924;19;10;122,25;24,45;86,2596;35,9904
10924;21;12;122,36;11,124;90,1044;32,2596
10923;41;12;122,76;0;108,2743;14,4857
10923;31;15;122,85;0;108,3537;14,4963
10923;30;4;123;24,6;94,2484;28,7516
10922;10;16;123,04;0;99,6624;23,3776
10922;21;10;123,17;16,065;88,6788;34,4862
10921;41;12;123,36;0;99,9216;23,4384
10921;5;20;123,4;0;108,8388;14,5612
10920;18;4;123,45;24,69;87,1063;36,3437
10919;32;6;123,54;0;108,9623;14,5777
10919;62;5;124,8;4,8;105,84;18,96
10919;14;5;125,18;16,3275;88,1685;37,009
10918;49;6;125,4;0;102,2553;23,1447
10918;22;35;125,65;0;110,8233;14,8267
10917;34;12;125,86;20,976;84,9528;40,9032
10917;41;14;125,86;0;101,9466;23,9134
10916;72;10;126;0;104,328;21,672
10916;25;7;126,18;25,235;83,5783;42,5967
10916;59;15;126,39;11,49;93,069;33,321
10915;10;16;126,84;6,04;100,0224;26,8176
10915;68;10;127,4;0;116,7875;10,6125
10915;47;5;127,5;0;112,455;15,045
10914;47;5;127,5;0;112,455;15,045
10913;41;14;127,68;0;112,6138;15,0662
10913;16;14;127,82;0;103,5342;24,2858
10913;12;12;128,02;6,096;105,3389;22,6771
10912;24;30;128,1;0;112,9842;15,1158
10912;35;20;128,4;0;104,004;24,396
10911;59;15;128,55;0;115,2167;13,3333
10911;24;28;128,8;0;116,1418;12,6582
10911;21;12;129;0;106,812;22,188
10910;68;10;129,1;0;104,571;24,529
10910;22;40;129,2;0;104,652;24,548
10910;35;20;129,4;0;104,814;24,586
10909;43;12;129,84;0;112,1818;17,6582
10909;46;9;129,89;16,9425;93,5226;36,3699
10909;59;15;130,1;6,195;100,359;29,736
10908;35;20;130,18;16,98;91,692;38,488
10908;15;20;130,6;0;112,8384;17,7616
10907;22;40;130,8;0;105,948;24,852
10906;68;8;131,04;21,84;90,4176;40,6224
10905;77;10;131,1;0;115,6302;15,4698
10904;35;20;131,2;0;115,916;15,284
10904;5;20;131,4;0;113,5296;17,8704
10903;21;12;131,52;0;108,8986;22,6214
10903;47;5;131,55;0;106,5555;24,9945
10903;16;12;131,74;11,976;97,0056;34,7304
10902;25;10;132,1;0;114,1344;17,9656
10902;70;5;132,45;0;107,2845;25,1655
10901;23;14;132,58;0;116,9356;15,6444
10901;31;16;133,56;6,36;110,5601;22,9999
10900;23;15;133,65;0;110,6622;22,9878
10899;61;5;134,1;0;108,621;25,479
10898;21;14;134,12;0;111,0514;23,0686
10897;7;3;134,21;17,505;94,527;39,678
10897;32;6;134,21;22,368;96,6298;37,5782
10896;28;3;134,64;0;118,7525;15,8875
10896;77;10;134,9;0;116,5536;18,3464
10895;41;13;135,46;0;117,0374;18,4226
10895;54;3;136,19;22,698;91,9269;44,2611
10895;65;12;136,51;22,752;102,2684;34,2436
10895;42;9;136,71;0;118,1174;18,5926
10894;75;18;136,98;0;110,9538;26,0262
10894;19;12;137,25;27,45;94,8332;42,4168
10894;75;15;137,28;12,48;101,088;36,192
10893;19;15;137,55;0;118,8432;18,7068
10893;10;21;137,76;0;111,5856;26,1744
10893;16;15;137,81;6,5625;106,3125;31,5
10893;35;21;138,18;0;111,9258;26,2542
10893;25;10;138,29;6,585;116,1594;22,1256
10892;77;10;138,35;18,045;104,8294;33,5156
10891;36;16;138,56;0;122,2099;16,3501
10890;10;20;138,6;6,6;109,296;29,304
10890;61;5;139,15;0;126,2627;12,8873
10890;32;6;139,32;23,22;100,3104;39,0096
10889;56;4;139,36;0;120,407;18,953
10889;17;6;139,44;0;122,9861;16,4539
10888;10;18;140,18;12,744;103,2264;36,9576
10888;42;10;140,4;0;116,2512;24,1488
10887;19;12;140,83;23,472;103,5115;37,3205
10886;45;15;140,85;0;124,2297;16,6203
10886;31;15;140,96;6,7125;115,992;24,9705
10886;39;2;141,04;18,396;99,3384;41,6976
10885;65;15;141,15;0;121,9536;19,1964
10885;60;24;141,31;18,432;99,5328;41,7792
10885;54;4;141,44;0;114,5664;26,8736
10885;11;5;141,9;0;117,4932;24,4068
10884;19;15;141,9;0;114,939;26,961
10884;10;18;142,88;28,575;92,583;50,292
10884;16;14;142,88;6,804;120,0226;22,8614
10883;77;10;143,01;6,81;110,322;32,688
10882;46;10;143,64;23,94;99,1116;44,5284
10882;1;8;144,16;0;116,7696;27,3904
10882;50;9;144,45;0;127,4049;17,0451
10881;13;6;144,48;0;117,0288;27,4512
10880;60;30;144,6;0;117,126;27,474
10880;4;6;144,84;0;117,3204;27,5196
10880;61;6;145,56;0;128,3839;17,1761
10879;75;20;145,6;0;117,936;27,664
10879;69;65;146,25;29,25;94,77;51,48
10879;41;14;146,72;0;118,8432;27,8768
10878;11;5;146,95;0;119,0295;27,9205
10877;70;5;147,75;0;127,656;20,094
10877;36;20;147,8;0;130,3596;17,4404
10876;35;24;147,84;0;130,3949;17,4451
10876;13;6;148,08;0;130,6066;17,4734
10875;16;15;148,2;0;130,7124;17,4876
10875;71;5;148,65;0;128,4336;20,2164
10875;59;16;149,12;0;123,4714;25,6486
10874;21;15;149,25;0;131,6385;17,6115
10873;28;3;149,76;0;134,1337;15,6263
10873;72;12;150,6;0;121,986;28,614
10872;10;20;150,6;0;121,986;28,614
10872;38;2;150,96;0;133,1467;17,8133
10872;75;20;151;0;122,31;28,69
10872;60;24;151,25;19,728;116,0006;35,2474
10871;26;5;151,52;7,215;116,883;34,632
10871;17;6;151,56;0;133,6759;17,8841
10871;10;20;151,58;13,78;121,5396;30,0404
10870;18;6;152,4;0;134,4168;17,9832
10870;12;15;153,3;0;126,9324;26,3676
10869;34;20;153,4;0;132,5376;20,8624
10869;43;10;154,08;25,68;113,2488;40,8312
10869;34;20;154,2;0;136,0044;18,1956
10869;26;5;154,2;0;136,0044;18,1956
10868;19;15;154,28;14,025;113,6025;40,6725
10868;55;4;154,92;0;136,6394;18,2806
10868;59;18;155,17;7,389;130,342;24,827
10867;52;2;155,22;0;136,904;18,316
10866;15;25;155,4;7,4;119,88;35,52
10866;31;16;155,76;14,16;122,2674;33,4926
10866;42;10;156,5;0;138,033;18,467
10865;60;25;156,56;31,3125;110,4705;46,092
10865;65;15;156,59;14,235;117,8658;38,7192
10864;45;15;156,6;26,1;108,054;48,546
10864;47;6;156,62;14,238;115,3278;41,2902
10863;11;6;156,78;0;129,8138;26,9662
10863;44;2;156,81;20,454;112,9061;43,9079
10862;75;20;157,6;0;127,656;29,944
10862;30;6;158,28;0;136,7539;21,5261
10861;42;10;158,4;26,4;116,424;41,976
10861;60;30;159,3;0;140,5026;18,7974
10861;6;40;159,6;0;140,7672;18,8328
10861;16;16;159,68;0;132,215;27,465
10861;36;20;159,8;0;138,0672;21,7328
10860;36;20;159,81;7,61;131,5008;28,3092
10860;16;18;159,84;0;132,3475;27,4925
10859;22;48;159,84;0;129,4704;30,3696
10859;24;35;160,3;0;129,843;30,457
10859;62;5;160,95;0;139,0608;21,8892
10858;7;4;161,2;0;142,1784;19,0216
10858;25;12;161,52;0;145,9954;15,5246
10858;2;8;161,6;0;142,5312;19,0688
10857;11;5;161,88;32,375;114,219;47,656
10857;77;12;162;0;134,136;27,864
10857;24;35;162,47;14,77;119,637;42,833
10856;24;30;162,75;32,55;114,8364;47,9136
10856;66;8;162,8;0;143,5896;19,2104
10855;65;15;163,36;21,3075;117,6174;45,7401
10855;35;30;163,5;0;146,3896;17,1104
10855;21;15;163,65;0;132,5565;31,0935
10855;74;5;163,8;0;132,678;31,122
10854;2;7;163,88;27,314;117,9965;45,8875
10854;17;6;164,16;0;144,7891;19,3709
10853;65;15;164,22;21,42;125,9496;38,2704
10852;60;30;164,7;0;133,407;31,293
10852;31;20;165;0;143,5829;21,4171
10852;19;18;165,24;0;142,7674;22,4726
10851;75;21;165,27;0;133,8687;31,4013
10851;31;20;165,6;0;140,5657;25,0343
10851;25;10;165,6;27,6;121,716;43,884
10851;24;35;166,25;0;146,6325;19,6175
10850;19;18;166,32;7,92;131,1552;35,1648
10850;75;20;166,52;21,72;127,7136;38,8064
10850;59;20;166,95;7,95;128,79;38,16
10849;75;20;167,2;0;135,432;31,768
10849;10;25;167,5;0;147,735;19,765
10848;40;10;167,8;0;147,9996;19,8004
10848;77;14;168,14;0;139,2199;28,9201
10847;63;8;168,16;0;145,2902;22,8698
10847;31;20;169;0;149,058;19,942
10847;71;6;169,14;0;148,1577;20,9823
10847;67;3;171,03;0;138,5343;32,4957
10847;19;15;171,36;28,56;118,2384;53,1216
10847;31;20;171,57;8,17;135,2952;36,2748
10846;65;15;171,64;22,3875;120,8925;50,745
